MATCH	Form	Root	Nominal_class	Meaning_de	Pages	Coptic_S	Coptic_B	Coptic_A	Coptic_A2	Coptic_Fs	Coptic_F	Coptic_M	Coptic_Sf	Coptic_O	Coptic_H	Coptic_Sa	Coptic_V	Coptic_ManiHPK	Coptic_Mf	Coptic_Sh	Coptic_Bf	Coptic_Copt_undefined
1411	*s'e/ibj(i)t	sbjt	A'iBj/wit	beschneiden	26, 52, 317, 466	ⲥⲃⲃⲉ	ⲥⲉⲃⲓ															
1412	*svbj'e:tv(j)	sbjt		wohlgestaltet	317		ⲥⲟⲩⲃⲏⲧ															
1414	*z'i:bvw	zb	A'iBCaw	Verfall; Verrottung; Ungeziefer; Zecke	82	ⲥⲓⲃ																
1415	*švb(j)'a:(y)vt	šb	AuBC'a:wvt	Entgelt; Bezahlung; Tausch	91	ϣⲃⲃⲓⲱ																
1419	šbj	šbj		mischen; (ver)ändern; verwandeln; (sich) ändern	169, 336	ϣⲓⲃⲉ	ϣⲓⲃⲓ															
1420	*š'ab(jvy)	šb	A'aBCaw	Heuchler; einer, der sich verstellt	169		ϣⲟⲃⲓ															
1424	sbḥ	sbḥ		aussätzig werden	72	ⲥⲱⲃϩ																
1425	*s'ebḫvt	sbḫ	A'iBCit	Tor u.ä.	140	ⲥⲃϣⲉ																
1429	*švb'i:nvw	šbn	AuB'i:Ciw	Getreide	249		ϣⲃⲓⲛ															
1431	*s'abt(e)j	sbtj		Mauer	394																	
1432	*s(a)bt'ejwvw	sbtjw		Mauer	394																	
1435	*sabꜣ'ew	sbꜣw	AaBC'iw	unterrichtet; der Kluge; klug	238, 411, 436	ⲥⲁⲃⲉ	ⲥⲁⲃⲉ	ⲥⲁⲃⲉ			ⲥⲁⲃⲏ	ⲥⲁⲃⲏ										
1438	*s(u)bꜣ'a:w(ej)	sbꜣw		Zögling; Schüler	318, 487, 562, 665	ⲥⲃⲟⲩⲓ	ⲥⲃⲟⲩⲓ				ⲥⲃⲟⲩⲓ											
1439	*svbꜣ'awwvt	sbꜣw	AuBC'a:wvt	Unterricht; Lehre	90, 383, 489, 490, 562	ⲥⲃⲱ	ⲥⲃⲱ	ⲥⲃⲁⲩⲉ			ⲥⲃⲁⲟⲩⲓ								ⲥⲃⲁⲟⲩⲓ			
1440	*svbꜣ'awwvt	sbꜣw	AuBC'a:wvt	Unterricht; Lehre	90, 383, 489, 490, 562	ⲥⲃⲟⲟⲩⲉ	ⲥⲃⲱⲟⲩⲓ															
1441	*s'ebꜣv(y)	sbꜣ	A'iBCaw	der Kluge	243, 433		ⲥⲉⲃ, ⲥⲏⲃ															
1443	*svbꜣ'ej/y	sbꜣjy		Tür	370, 404, 413, 476	ⲥⲃⲉ	ⲥⲃⲉ				ⲥⲃⲏ											
1445	*s'i:bvꜣ	sbꜣ	A'i:BaC	Stern	140, 308, 370	ⲥⲓⲟⲩ	ⲥⲓⲟⲩ	ⲥⲓⲟⲩ			ⲥⲓⲟⲩ											
1446					140, 308, 370																	
1447	*s'aḏ(jvy)	sḏ	A'aBCaw	(Wett-)Kämpfer	167	ϣⲟⲉⲓϫ																
1448	sḏj	sḏj		kämpfen	167	ϣⲱϫⲉ																
1449	*s'aḏ(jvy)	sḏ	A'aBCaw	(Wett-)Kämpfer	167	ϣⲟⲉⲓϫϥ																
1450	*svḏ'e(j/w)	sḏ		Heuschrecke	413	ϣϫⲉ	ϣϫⲉ															
1452	*š'edwvt	šdw	AuB'iCwit	Art Grundstück; Graben; Kanal	250, 432	ϣⲁⲁⲧⲥ, ϣⲁⲧⲥ	ϣⲁⲧⲥ															
1453	*ši:dvw	šd	AuB'i:Ciw	Art Grundstück; Graben; Grube; Tiefe	250, 462, 718	ϣⲏⲕ, ϣⲓⲕ	ϣⲏⲕ, ϣⲓⲕ				ϣⲓⲕ											
1455	šꜣd	šꜣd		graben	718, 824	ϣⲱⲕ	ϣⲱⲕ, ϣⲱⲕⲓ				ϣⲱⲕ											
1456	*š'a:dvt	šd	A'aBCat	Wasserloch; Brunnen	224, 826	ϣⲱⲧⲉ																
1457	*s'a:švd	sšd		Fenster	365	ϣⲟⲩϣⲧ, ϣⲱϣⲧ	ϣⲟⲩϣⲧ	ϣⲱϣⲧ	ϣⲟⲩϣⲧ													
1460	*š'ad(j)vw	šd	A'aBCaw	Schlauch; Kissen	171	ϣⲟⲧ																
1463	*svd'e:/u:mvw	sdm	AaB'u:Cvw	Schminke; Augenschminke	202	ⲥⲧⲏⲙ	ⲥⲧⲏⲙ															
1464	*svḏm'e:/u:tvj	sḏmt		gehorsam	319	ⲥⲉⲧⲙⲏⲧ, ⲥⲧⲙⲏⲧ																
1466	*m'esḏvr	msḏr	m'iABiC	Ohr	119, 431, 500	ⲙⲁⲁϫⲉ, ⲙⲁϣⲧⲁ	ⲙⲁϣϫ	ⲙⲉⲉϫⲉ	ⲙⲉϣⲧⲉ		ⲙⲉⲉϫⲉ	ⲙⲉϫⲉ			ⲙⲁϫⲏ							
1467	*svḏ'eryvt	sḏry	AuB'iCwvt	Liegen; Beischlaf; Nachtlager; Bett; Schafhürde; Schafherde	113, 357, 387, 392, 879	ϣⲁⲓⲣⲉ	ϣⲁⲓⲣⲓ				ϣⲉⲓⲗⲓ	ϣⲉⲣⲉ										
1468				niederlegen	587	ϫⲧⲟ	ϣⲧⲟ	ϫⲧⲟ	ϫⲧⲟ													
1470	*z'e:/u:fv(j)	zf	A'u:BiC	Messer	147, 459	ⲥⲏϥⲉ																
1471	*s'i:fvṯ	sfṯ		Pech; harz vom Wacholder; Zeder	468	ⲥⲏⲃⲉ, ⲥⲏϥⲉ, ⲥⲓϥⲉ	ⲥⲓϥⲓ				ⲥⲓϥⲓ											
1473	*š'e/ifwvt	šfw	A'iBj/wit	schwellen; anschwellen	52, 430, 485, 521	ϣⲁⲁϥⲉ, ϣⲁϥⲉ	ϣⲁϥⲓ															
1475	*š'a:fvd	šfd	A'a:BiC	Faust; hohle Hand	124	ϣⲱϥⲧ																
1478	*svfḫ'ej	sfḫj		70	413	ϣϥⲉ	ϣϥⲉ				ϣϥⲏ	ϣϥⲏ			ϣϥⲏ							
1479	*s'efḫv(y)	sfḫ	A'iBCaw	Abgelegtes	244, 820	ⲥⲓϣϥ																
1480	*svf'i:ḫv(y)	sfḫ	AuB'i:Ciw	Abgelegtes	249	ϣⲓϥ																
1481	*svfḫ'e(y)	sfḫ	AaBC'iw	Gelöstes'; Harn; Abfall; Kehricht	237, 411	ϣⲃⲉ, ϣϥⲉ	ϣⲃⲉ															
1482	*svfḫ'a:(y)vt	sfḫ	AiBC'a:wvt	Geschichte; Erzählung	245, 806	ϣⲃⲱ, ϣϥⲱ	ϣⲃⲱ, ϣϥⲱ															
1485				Staub	no etym 354																	
1487	*šam'e:(y)vt	šm	AaB'u:Cut	Sommer	99, 535	ϣⲁⲙⲏ																
1488	*š'a:m(e)w < *š'amm(e)w	šmw < šmmw	A'aBCuw	Sommer; Ernte(ertrag)	72, 339	ϣⲱⲙ	ϣⲱⲙ	ϣⲱⲙ	ϣⲱⲙ		ϣⲱⲙ											
1491	*š'e/imjvt	šmj	A'iBj/wit	gehen	52, 409, 690	ϣⲉ						ϣⲉ, ϣⲏ										
1492	*svš'e:/u:mv(w)	sšm	AaB'u:Cuw	Leitung; Weisung; Verhalten u.ä.; weissagen	97	ϣⲏⲙ																
1493	*š'e/im(w)vt	šm	A'iBCat	Gang; Reihe	78, 474, 523	ϣⲏⲙⲉ, ϣⲓⲙⲉ																
1494	*š'am(w)vw	šm	A'aBCuw	Gang; Reihe	64, 523	ϣⲟⲉⲓⲙ, ϣⲟⲓⲙⲉ			ϣⲁⲓⲙⲉ													
1496	*š(a)mj'e/uwwvt	šmjw	AaB'aCwvt	Stab; Stange	187, 369, 415, 489, 878	ϣⲙⲉ	ϣⲙⲉ				ϣⲙⲉ											
1497	*švm'a(j)yvt	šmy	AaB'aCwvt	Stab; Stange	187, 369, 415, 489, 878	ϣⲙⲟⲩ, ϣⲙⲟⲩⲉ, ϣⲙⲟⲩⲓ, ϣⲙⲟⲩⲓⲉ	ϣⲙⲟⲩ, ϣⲙⲟⲩⲓ				ϣⲙⲟⲩⲓ											
1498	*švmꜣ'a:yvt	šmꜣy	AaBC'a:wat	Wandernde' o.ä. (eine Priesterin; eine Göttin); Fremde	168, 488, 667, 732	ϣⲙⲙⲱ																
1499	*š(a)mꜣ'a(w)	šmꜣ	AaBC'aw	Landfremder; Wanderer	168, 488, 667, 732	ϣⲙⲙⲟ						ϣⲙⲙⲁ, ϣⲙⲙⲟⲩⲓ										
1500	*š(a)mꜣ'a:yvw	šmꜣy	AaBC'aw	Landfremder; Wanderer	168, 488, 667, 732			ϣⲙⲙⲁⲓ														
1501	*š(a)m'aꜥ	šmꜥ	AaB'aC	fein, dünn werden	37, 129	ϣⲙⲁ	ϣⲙⲁ															
1502	*š'amꜥvt	šmꜥ	A'aBCat	dünn	129	ϣⲟⲟⲙⲉ																
1504	*š'a:mvꜥ	šmꜥ	A'a:BiC	dünn	129	ϣⲱⲱⲙⲉ																
1505	*z'e/in(j)vt	zn	A'iBCit	Pflugschar	141, 389, 474	ⲥⲓⲛⲉ	ⲥⲏⲓⲛⲓ															
1506	*z'i:nvt	zn		vorübergehen; hindurchgehen; vorbeigehen	428, 486, 518	ⲥⲓⲛⲉ	ⲥⲓⲛⲓ															
1507	*zvn'e/ijnvt/j	znjntj	AiB'iCDit//AiB'ij/wBij/w	umherspingen u.ä.; hin- und hergehen	58, 388, 640	ⲥⲛⲁⲉⲓⲛ	ⲥⲛⲏⲓⲛⲓ															
1508	*zvn'e/ijnvt	znjn	A'uBCut	Auf- und Abgehendes' (schwappendes) Wasser; Wasserschöpfwerk	148, 388		ⲥⲛⲏⲓⲛⲓ															
1509	*s(i)n'e/uwwvj	snw		zwei	386, 414, 415, 416, 419, 427	ⲥⲛⲁⲩ	ⲥⲛⲁ	ⲥⲛⲟ														
1510	*s(i)n'e/uwwvj	snw		zwei	386, 414, 415, 416, 419, 427											ⲥⲛⲟⲩ						
1516	*švn'aꜥ	šnꜥ	AaB'aC	Feind o.ä.; ausschweifender; liederlicher Mensch	220	ϣⲛⲁ		ϣⲛⲁ														
1519	*ḫvn'ew	ḫnw	AaBC'iw	Ruheplatz; Magazin u.ä.; Markt	261		ϣⲛⲁⲩ															
1521	*š'enwvt	šnw	A'uBCvt	Speicher	266, 383		ϣⲉⲩⲛⲓ															
1522	*z'e/ipjvt	zpj		übrig bleiben	438	ⲥⲉⲉⲡⲉ	ⲥⲉⲡⲓ	ⲥⲉⲉⲡⲉ	ⲥⲉⲉⲡⲉ		ⲥⲏⲏⲡⲓ									ⲥⲏⲏⲡⲉ, ⲥⲏⲡⲉ		
1523	*sap'atjvj	sptj		Lippe	871									ⲥⲡⲁⲧ								
1524	*sap'atjvw	sptj		Lippe	871	ⲥⲡⲟⲧⲟⲩ																
1525	*s'a:p(a)t	spt		Lippe; Rand; Ufer	871	ⲥⲱⲃⲉ, ⲥⲱⲡⲉ	ⲥⲱⲡⲓ															
1526	*švpy'e/ut(j)vt	špyt		verschämt; sittsam; ehrbar	319, 441	ϣⲡⲓⲉⲉⲧⲉ																
1527	*švpy'e/ut(j)vt	špyt		verschämt; sittsam; ehrbar	319, 441	ϣⲡⲓⲏⲧ																
1528	*san'a:ḏvw	snḏ	AaB'a:Cuw	der Furchtsame	184, 342		ⲥⲁⲛⲟⲩⲑ															
1529	snḏ	snḏ	AiB'iC	Furcht haben	60	ⲥⲛⲁⲧ																
1531	*š'anšvt	šnš		Dornakazie	294, 385	ϣⲟⲛⲧⲉ																
1532	*š'epsvt	šps	AuBC'ut	erhaben; vornehm; vornehme Frau	150									ⳓⲁⲡⳓⲓ								
1534	*š'e/infvt	šnf		Fischschuppe	388, 469, 593	ϣⲉⲛⲃⲉ, ϣⲉⲛϥⲉ, ϣⲏⲃⲉ, ϣⲏϥⲉ, ϣⲓⲃⲉ, ϣⲓϥⲉ, ϣⲛⲃⲉ, ϣⲛϥⲉ	ϣⲉⲛⲃⲓ, ϣⲉⲛϥⲓ, ϣⲏⲓϥⲉ															
1535	sqr	sqr		schlagen	42, 712	ϣⲱⲱϭⲉ																
1536	*svq'ar	sqr	AaB'aC	Schlag	42	ϣϭⲁ			ϣϭⲁ													
1539	*svls'i:lv(y)	slsl	AuB'i:Ciw	ordentlich	251, 346		ⲥⲉⲗⲥⲓⲗ															
1540	slsl	slsl		schmücken; Pracht	125, 251, 346		ⲥⲟⲗⲥⲉⲗ															
1542	šrj	šrj	A'a:Baj/w	verstopfen	38	ϣⲱⲣ																
1543	*ši:rvt	šr		Nase	423, 424, 428, 464	ϣⲁ	ϣⲁⲉⲓ, ϣⲁⲓ	ϣⲉ, ϣⲉⲉ	ϣⲉ		ϣⲉ, ϣⲉⲉ											
1545	*š'e/urjvt	šrj	A'uBCut	Tochter	149, 441	ϣⲉⲉⲣⲉ	ϣⲉⲣⲓ	ϣⲉⲉⲣⲉ	ϣⲉⲉⲣⲉ		ϣⲏⲏⲗⲓ											
1546	*š'e:/u:r(e)j	šrj	A'u:BiC	klein; Kleiner; Knabe; Sohn; Junge	149, 441, 491	ϣⲏⲣⲉ	ϣⲏⲣⲓ	ϣⲏⲣⲉ	ϣⲏⲣⲉ		ϣⲏⲗⲓ											
1547	*š(u)r'e:/ijvw	šrj	A'u:BiC	klein; Kleiner; Knabe; Sohn; Junge	149, 441, 491	ϣⲣⲏⲩ																
1549	*š'e/irrvt	šrr	A'iBCit	klein	142, 424		ϣⲁⲓⲣⲓ															
1551	*švl'af	šlf	AaB'aC	Scham; Schande	45	ϣⲗⲟϥ																
1553	*švl'e:/u:ḥv(y)	šlḥ	AaB'u:Cuw	Reisig verlegen; (Wasser) abzeigen; ableiten	102, 880	ϣⲗⲉϩ, ϣⲗⲏϩ																
1555	*svrs'eʔ	srsʔ		60	413	ⲥⲉ	ⲥⲉ															
1556	*svrs'eʔ	srsʔ		60	413							ⲥⲏ										
1560	*š'asmvt	šsm	A'aBCut	erhitzter Zustand	73	ϣⲟⲥⲙⲉc																
1561	*zvšn'i:nv(j/y)	zšnn		Lotusblümchen	848																	
1563	*švz'ep	šzp	AuB'iC	Empfangenes; Geschenk; Brautgeschenk	228, 350	ϣⲁⲡ																
1564	*švz'ap	šzp	AiB'aC	Handbreite	157, 863	ϣⲟⲡ																
1566	*š'ap(y)vt	šp	A'aBCut	Aufnahme; Pressen	65	ϣⲟⲡⲥ																
1567	*š'azpvt	šzp	A'aBCat	Magen	125		ϣⲟϣⲡⲓ															
1568	*švz'a:pv(j)	šzp		Gruppe von vier Mann; Wache	316	ϣⲱⲡ	ϣⲱⲡ															
1569	šzp	šzp		empfangen; aufnehmen	65	ϣⲱⲡ																
1570	*svwš'aꜣ	swšꜣ	AaBC'aD	rühmen; prahlen; Prahler	47, 358, 359	ϣⲟⲩϣⲟ			ϣⲟⲩϣⲟ													
1571	*svwš'a:ꜣ	swšꜣ		(sich) rühmen	358, 359, 463	ϣⲟⲩϣⲟⲩ	ϣⲟⲩϣⲟⲩ	ϣⲟⲩϣⲟⲩ	ϣⲟⲩϣⲟⲩ		ϣⲟⲩϣⲟⲩ											
1572	*š'asꜣvw	šsꜣ	A'aBCaw	Kuhantilope	167	ϣⲟϣ																
1573	*svt'a:(y)vt	st	AuB'a:Cvt	Uferrand	266	ⲥⲧⲱ																
1575	*s'i:tvt	st		werfen; säen	464	ⲥⲓⲧⲉ	ⲥⲓϯ	ⲥⲓⲧⲉ	ⲥⲓⲧⲉ		ⲥⲏϯ, ⲥⲓϯ											
1576	*s'atjvw	stj	A'aBCiw	Wurfspeer; Pfeil	237, 673	ⲥⲟⲟⲧⲉ, ⲥⲟⲧⲉ	ⲥⲁϯ				ⲥⲁϯ										ⲥⲁϯ	
1579	*š'i:ṯvw	šṯ		Landschildkröte	332, 818		ϣⲓⲧⲥ															
1580	*š'i:ṯvw	šṯ	AuB'i:Ciw	Schildkröte	248			ϫⲓⲧ														
1582	*švt'ab	štb	AiB'aC	Käfig; Maulkorb; Halfter	157	ϣⲧⲟⲃ																
1585	*s'atpvt	stp	A'aBCat	auserlesen	217		ⲥⲟⲧⲡⲓ															
1587	*svtp'e:(y)vt	stp		auserwählt; Auserwählter	290			ⲥⲡⲉⲓ														
1588	*s'a:tvp	stp	A'a:BaC	auserlesen; auserwählt; Auserwählter/s	217	ⲥⲱⲧⲡ																
1589	*svṯ'a:ꜣtvj	sṯꜣt		Doppelarure	775	ⲥⲧⲱⲧⲉ																
1590	*s'aṯꜣ(a)t	sṯꜣt	A'aBCat	ausgezogene' Fläche; Platte; ein Ackermass (Arure)	222																	
1592	*s'ewsvw	sws		kurze Zeit; Augenblick; Moment	306	ⲥⲟⲩⲥⲟⲩ	ⲥⲟⲩⲥⲟⲩ		ⲥⲟⲩⲥⲟⲩ													
1599	*š'awjvt	šwj		trocken werden	52, 447, 486	ϣⲟⲟⲩⲉ	ϣⲱⲟⲩⲓ		ϣⲁⲩⲉⲓⲉ		ϣⲁⲩⲉⲓ	ϣⲁⲟⲩⲉ			ϣⲁⲟⲩⲉ							
1600	*švwj'e/i(j/y)	šwj	AaBC'ij	trocken; Trockenes	162, 412		ϣⲟⲩⲓⲉ															
1601	*š'e/iwjvt	šwj	A'iBj/wit	trocken werden	52, 447, 486			ϣⲉⲟⲩⲉ, ϣⲉⲩⲉ					ϣⲉⲟⲩⲉ, ϣⲉⲩⲉ									
1603	*švw'ijtvj	šwjt		leer sein	469	ϣⲟⲩⲉⲓⲧ, ϣⲟⲩⲓⲧ	ϣⲟⲩⲉⲓⲧ, ϣⲟⲩⲓⲧ	ϣⲟⲩⲉⲓⲧ, ϣⲟⲩⲓⲧ	ϣⲟⲩⲉⲓⲧ, ϣⲟⲩⲓⲧ		ϣⲟⲩⲉⲓⲧ, ϣⲟⲩⲓⲧ											
1604	*svšw'aj	sšwj	saAB'aj/w	ausleeren; vergiessen; fliessen	47, 668	ϣⲟⲩⲟ	ϣⲟⲩⲟ	ϣⲟⲩⲟ	ϣⲟⲩⲟ		ϣⲟⲩⲁ											
1605	*švw'e/ib(yvw)	šwb		Perseabaum	413, 474, 624	ϣⲟⲩⲉⲃⲉ, ϣⲟⲩⲉϥⲉ																
1607	*švw'e/ib(yvw)	šwb		Perseabaum	413, 474, 624	ϣⲏⲃ, ϣⲏⲩⲉ																
1608	*švw'e/ib	šwb		Perseabaum	413, 474, 624	ϣⲟⲩⲉ	ϣⲃⲉ															
1609	*švw'e/ib(yvw)	šwb		Perseabaum	413, 474, 624	ϣⲟⲩⲏⲃ																
1610	*s'awḥvt	swḥ	A'aBCat	Ei	222	ⲥⲟⲟⲩϩⲉ																
1612	*z'a:w(a)r	zwr		trinken; Trinken; Mahl	326, 490, 502	ⲥⲱ	ⲥⲱ															
1614	*z'a:w(a)r	zwr		trinken; Trinken; Mahl	326, 490, 502	ⲥⲱⲱϥ	ⲥⲱϥ															
1615					no etym 548		ⲁⲥⲟ															
1617	*zvꜣj/w'awtvj	zꜣjwwt		Wächter; Siut	320, 477, 866	ⲥⲓⲟⲟⲩⲧ																
1618	*z'aꜣ	zꜣ	AaB'aC	Schutz	44, 366	ⲥⲟ		ⲥⲟ	ⲥⲟ													
1620	*s'eꜥjvw	sꜥj	A'uBCaw	Sättigung	90, 425		ⲥⲁⲓ															
1622	*š'aꜣjvw	šꜣj	A'aBCiw	Geschick; Schicksal	236				ϣⲁⲓ													
1623	*š(a)ꜣ'e:/u:wvw	šꜣw	AaB'u:Cuw	Wert; Gewicht; Stück; Block; Nutzen; Mass; Klotz; Stumpf; Stück	99, 497	ϣⲁⲩ, ϣⲏⲩ																
1625	*š'e/iꜣj(ay)	šꜣj	A'iBCaw	Schwein	243, 405, 691	ϣⲉ																
1628	šꜣšꜣ	šꜣšꜣ		(Stricke u.ä.) drehen	685, 719	ϣⲱϣ	ϣⲱϣ															
1636	*s'aꜣrv(y)	sꜣr	A'aBCaw	Sieb	170	ⲥⲟⲗϥ																
1637	sꜣr	sꜣr		zerstreuen u.ä.	676	ⲥⲱⲗ	ⲥⲱⲗ															
1638	*š'aꜣrvw	šꜣr	A'aBCiw	Bündel	236, 369, 677	ϣⲟⲗ	ϣⲟⲗ															
1639	*švꜣš'vꜣꜥv(y)	šꜣšꜣꜥ		eine Pflanze	305									ⳅⲉⲓⳅⲁ								
1642	*šaꜣ'e:wvw	šꜣw		Koriander	420, 421, 498	ϣⲏⲟⲩ, ϣⲏⲩ	ϣⲏⲟⲩ, ϣϣⲏⲟⲩ, ϭⲏⲟⲩ															
1643	*š'aꜣ	šꜣ		Koriander	420, 421, 498		ϭⲟ															
1646	*š'eꜥḏvt	šꜥḏ	A'aBCat	Abgeschnittenes; Stück; Teil	224, 330, 889	ϣⲁⲁⲧⲉ																
1647	šꜥḏ	šꜥḏ		abschneiden	590, 764, 825	ϣⲱⲧ, ϣⲱⲱⲧ																
1648	*š'eꜥḏvt	šꜥḏ	A'aBCat	Abgeschnittenes; Stück; Teil	224, 330, 889	ϣⲁⲁⲧⲥ																
1650	*ṯ'abwvt	ṯbw		Sandale	624			ⲧⲟⲟⲩⲉ														
1653	*mvtb'a:svt	mtbs	maAB'a:Dit	grosse Nadel	206	ⲉⲙⲥⲱⲃⲉ, ⲉⲙⲥⲱⲡⲉ	ⲙⲉⲧⲥⲟⲃⲓ															
1654	tbs	tbs		stechen	206	ⲧⲱⲃⲥ																
1658	*t'ef	tf	AuB'iC	Speichel	228	ⲧⲁϥ																
1661	tḫtḫ	tḫtḫ		verwirren	197, 535	ⲧⲁϩⲧϩ																
1662	*tvḫt'i:ḫv(j/y)	tḫtḫ	AaB'i:Cij/w	verwirrend	197	ⲧⲉϩⲧⲉⲓϩ																
1664	*tvḫ'e(y)vt	tḫ	AaB'u:Cut	Dicke	100		ϧⲑⲏ															
1665	*tvḫ'et	tḫt	AiB'it	fett werden; fett sein	61, 100, 407	ϩⲧⲁⲓ	ϧⲑⲁⲓ				ϩⲧⲉⲓ											
1666	*ṯ'i:ḫv(j/y)	ṯḫ	AaB'i:Cij/w	Schaum; Geifer	194	ϫⲓϩ																
1667	ṯḫ	ṯḫ		schmieren; tüchen	194, 515	ϫⲱϩ																
1669	tḫ	tḫ		vermischen; verwirren; verwirrt sein	71				ⲧⲱϩ													
1671	*tvḫ'eb	tḫb	AuB'iC	Eingeweichtes'; Sauerteig	229, 350	ⲑⲁⲃ																
1672	tḫb	tḫb		eintauchen; befeuchten; einweichen	229	ⲧⲱϩⲃ																
1673	thm	thm		anklopfen; einladen	364	ⲧⲱϩⲙ																
1674	*t'a:ḥvs	tḥs		salben; einreiben; zerdrücken	367	ⲧⲱϩⲥ	ⲑⲱϩⲥ															
1677	*m'eṯkvt	mṯk	m'iAuBCit	(gefärbtes) Kleid	256, 633	ⲙⲁϫⲕⲉ, ⲙⲓϫⲕⲉ, ⲙⲓϫϭⲉ																
1678	*ṯ'e:/u:ki(j)	ṯk	A'u:BiC	Färber; Purpur	147, 891	ϫⲏϭⲉ																
1679	ṯkj	ṯkj		färben	147, 256	ϫⲱⲱϭⲉ, ϫⲱϭⲉ																
1680	*ṯ(e/u)k'i(j)tvj	ṯkt		Färber	337, 633, 891	ϣϫⲓⲧ, ϫϭⲓⲧ																
1681	*tvk'an	tkn	AaB'aC	Stoss	43							ⲧⲕⲁⲛ										
1682	tkn	tkn		nahe kommen	43	ⲧⲱϭⲛ																
1684	*t'ikꜣvw	tkꜣ	A'iBCaw	Flamme; Feuerbrand; Licht; Fackel; Funke	79, 460	ϯⲕ	ⲑⲓⲕ				ⲧⲓⲕ											
1688	*tvm'i:sv(j/y)	tms	AaB'i:Cij/w	Staub	195		ⲑⲙⲓⲥ, ⲑⲉⲙⲓⲥ															
1689	tms	tms		vergraben; verschütten; begraben	195	ⲧⲱⲙⲥ																
1690	*t(a)mꜣ'e:yvt	tmꜣy	AaBC'i:wvt	Matte	237	ⲧⲙⲏ																
1691	*t'amꜣ(ey)	tmꜣ	A'aBCiw	Matte	237	ⲧⲟⲙ																
1692	*t'amꜣvt	tmꜣ	A'aBCat	Beutel	223, 468, 389	ⲧⲟⲟⲙⲉ, ⲧⲱⲱⲙⲉ																
1697	*ṯ'anwvw	ṯnw	A'aBCuw	sich erheben (unter); tragen	69, 529				ϫⲁⲩⲗⲉ													
1699	*ṯvn'e/ijwvt	ṯnjw	AuB'iCwvt	träge sein; säumen; zörgern	114, 162, 426	ϫⲛⲁⲁⲩ	ϭⲛⲁⲩ, ϭⲛⲁⲩϩ	ϫⲛⲟ														
1700	*ṯvn(j)'e(j/y)	ṯn	AaBC'ij	faul; der Faule	162, 412, 437		ϭⲉⲛⲛⲉ, ϭⲉⲛⲛⲉⲩ															
1701	*s'aṯnaj	sṯnj	s'aABaj/w	(sich) beraten	39, 464, 531	ϣⲟϫⲛⲉ																
1702	*saṯn'a:j'=	sṯnj=		fragen	463		ϭⲛⲟⲩ	ϫⲛⲟⲩ, ϫⲛⲟⲩ	ϫⲛⲟⲩ		ϫⲛⲟⲩ											
1703	*ṯ'antvt	ṯnt	A'aBCut	Erprobung	68	ϫⲟⲛⲧⲥ																
1704	ṯnt	ṯnt		versuchen; erproben	68, 111	ϫⲱⲛⲧ																
1705	*ṯvn'a:fv(y)	ṯnf	AaB'a:Cuw	Mass; Gewicht; Korb	186		ϣⲛⲟⲩϥ															
1706	*ṯvn'af	ṯnf	AiB'aC	Art Korb; Art Gefäss	157, 713	ϫⲛⲟϥ	ϣⲛⲟϥ, ϭⲛⲟϥ															
1707	*ṯvn'a:fv(y)	ṯnf	AaB'a:Cuw	Mass; Gewicht; Korb; schwerer Gegenstand	186		ϭⲛⲟⲩϥ															
1708	ḏnf	ḏnf		ebenmässig; richtig sein u.ä	656	ϫⲱⲛϥ			ϫⲱⲛϥ													
1712	*talt'e:/ulv(y)	tltl		Hügel	307, 853						ⲧⲁⲗⲁⲧⲏⲗ											
1713	*tap'et	tpt		befindlich auf; Kopf	313, 410, 587, 798	ⲁⲡⲉ	ⲁⲫⲉ	ⲁⲡⲉ	ⲁⲡⲉ		ⲁⲡⲏ	ⲁⲡⲏ			ⲁⲡⲏ							
1714	*t(a)p'e/ij	tpj		befindlich auf; Kopf; Spitze	313, 798									ⲧⲃⲁⲓ								
1716	*ḏvp'e:/u:ḥ	ḏpḥ		Apfel	13, 456	ϫⲉⲙⲡⲏϩ, ϫⲉⲙⲡⲏϩ, ϫⲉⲡⲏϩ, ϫⲙⲡⲉϩ, ϫⲙⲡⲏϩ	ϫⲉⲙⲫⲉϩ	ϫⲙⲡⲏϩ, ϫⲛⲡⲏϩ			ϫⲉⲡⲉϩ, ϫⲓⲙⲫⲉϩ											
1717	*t'epnvn	tpnn		Kümmel	296	ⲧⲁⲡⲉⲛ, ⲧⲁⲡⲛ																
1719	*t'e/ir	tr		Zeit	408, 464	ⲧⲉ, ⲧⲉⲓ, ⲧⲏ		ⲧⲉ	ⲧⲉ			ⲧⲉ										
1724	ṯrp	ṯrp		stolpern	43	ϫⲱⲣⲡ																
1725				Ofen	347, 354, 381, 454	ⲧⲣⲓⲣ	ⲑⲣⲓⲣ	ⲧⲣⲓⲣ			ⲧⲗⲓⲗ, ⲧⲣⲓⲗ	ⲧⲣⲓⲣ										
1728	ṯzj	ṯzj		Höhe	532, 666	ϫⲓⲥⲉ																
1729	*ṯ'aꜣz(a)w	ṯꜣzw	A'aBCaw	Befehlshaber; Herr	167, 438, 593	ϫⲓⲥⲟⲟⲩⲉ, ϫⲟⲉⲓⲥ	ϭⲓⲥⲉⲩ	ϫⲁⲉⲓⲥ, ϫⲓⲥⲉⲩⲉ	ϫⲁⲉⲓⲥ, ϫⲓⲥⲉⲩⲉ													
