TLA__ID	TLA__form	TLA__meaning_en	TLA__meaning_de
147230	sgnn	to annoint; to perfume	[schwach sein]
147240	sgnn	oil; ointment	Salbe; Öl
167540	gnn	to be weak; to be soft	schwach sein; weich sein
167550	gnn	weak one	Schwacher
167560	gnn	[soft part of a plant product (med.)]	[ein Teil von Pflanzen]
167570	gnn	[an aromatic plant]	[ein wohlriechendes Holz]
167580	gnn	[an edible plant (legume?)]	[eine Hülsenfrucht (Bohne)]
167600	gnn.t	weakness (?)	Schwachheit
167610	gnn.w	fat	Fett (zwischen Eingeweiden)
600572	gnn	to be weak; to be soft	schwach; weich
856747	gnn.w	weakness	Schwäche
167700	gngn.t	[a plant of the Wadi Natrun]	
184480	ḏnḏn	to strike (a percussion instrument)	Zymbel spielen; metallisches Geräusch machen
167400	gn		angesehen, mächtig sein
167410	gn		Angesehener
167460	gn.w	[a bird (golden oriel)]	[ein Vogel (Goldamsel?)]
167490	gn.wt	annals; records	Annalen
167440	gn.t	record	Andenken
d6806	gnꜣ.t		Annalen
167700	gngn.t	[a plant of the Wadi Natrun]	Rauke (?)
167670	gns	outrage; violence (Sem. loan word)	Gewalttätigkeit; Unrecht
167730	gr	also; furthermore	auch; ferner (enkl. Part.)
167740	gr	also	auch, ebenfalls (am Satzende)
167810	gry	[a kind of fowl]	Vögel, Geflügel
167840	grb	[a garment]	[ein Kleidungsstück]; [ein Stoff]
167830	grb	to shave (a piece of wood serving as a chariot part) (Sem. loan word)	schneiden (Holz)
167980	grg	to hunt; to lay (a trap)	jagen; (Fallen) einstellen
167990	grg	hunter	Fallensteller, Jäger
168000	grg	to establish; to equip; to organize	gründen; einrichten
168010	grg	to be ready	bereit sein
168020	grg	equipment	Ausrüstung
168030	grg	settlement	Ansiedlung
168070	grg	seed grain	[eine Pflanze]; Vegetation (?)
168080	grg.t	catch	Fang (mit dem Schleppnetz)
168090	grg.t	newly arable land	Ackerland
168120	grg.t	trap; net	Fallen; Netze
550075	grg.t	settlement; foundation; newly arable land	Ansiedlung; Gründung; Neuland
854571	grg		jagen; (Fallen) einstellen; gründen; einrichten; bereit sein
d6867	grg		jagen, fangen; [subst. Inf.] Fang (o.ä.)
d6869	grg		gründen, ausrüsten; versehen, ausstatten; ansiedeln; in Ordnung bringen, wiederherstellen
d6868	grg		Jäger; Vogelfänger
d6872	grg		Ausstattung; Samen, Saat
d6873	grg.t		Mitgift
168040	grg	lie; falsehood	Lüge; Unwahrheit
168050	grg	rumors	Gerede
168150	grg.y	liar	Lügner
853430	Grg.w		Die Gründungen (Domäne)
851090	Grg.t		Gereget (el-Girza i. Nordfayum)
168100	grg.t		Lügnerin
168170	grg.t	dowry	Mitgift
77220	mgrg	[epithet of Seth]	der Lügner (Seth)
77230	mgrg	[a jar (for oil)]	[ein Krug]
147320	sgrg	to institute (offerings)	einrichten
147310	sgrg	yard arm (?) (naut.)	Rahe (Schiffsteil)
856972	grg.t		Abgeschnittenes (?)
d6916	glḏ		greifen; fassen (vom Hund); drücken
167980	grg	to hunt; to lay (a trap)	jagen; (Fallen) einstellen
167990	grg	hunter	Fallensteller, Jäger
168000	grg	to establish; to equip; to organize	gründen; einrichten
168010	grg	to be ready	bereit sein
168020	grg	equipment	Ausrüstung
168030	grg	settlement	Ansiedlung
168070	grg	seed grain	[eine Pflanze]; Vegetation (?)
168080	grg.t	catch	Fang (mit dem Schleppnetz)
168090	grg.t	newly arable land	Ackerland
168120	grg.t	trap; net	Fallen; Netze
550075	grg.t	settlement; foundation; newly arable land	Ansiedlung; Gründung; Neuland
854571	grg		jagen; (Fallen) einstellen; gründen; einrichten; bereit sein
d6867	grg		jagen, fangen; [subst. Inf.] Fang (o.ä.)
d6869	grg		gründen, ausrüsten; versehen, ausstatten; ansiedeln; in Ordnung bringen, wiederherstellen
d6868	grg		Jäger; Vogelfänger
d6872	grg		Ausstattung; Samen, Saat
d6873	grg.t		Mitgift
168040	grg	lie; falsehood	Lüge; Unwahrheit
168050	grg	rumors	Gerede
168150	grg.y	liar	Lügner
853430	Grg.w		Die Gründungen (Domäne)
851090	Grg.t		Gereget (el-Girza i. Nordfayum)
168100	grg.t		Lügnerin
168170	grg.t	dowry	Mitgift
77220	mgrg	[epithet of Seth]	der Lügner (Seth)
77230	mgrg	[a jar (for oil)]	[ein Krug]
147320	sgrg	to institute (offerings)	einrichten
147310	sgrg	yard arm (?) (naut.)	Rahe (Schiffsteil)
856972	grg.t		Abgeschnittenes (?)
d6916	glḏ		greifen; fassen (vom Hund); drücken
147300	sgrḥ	to pacify; to make peaceful; to satisfy	aufhören lassen; beruhigen
167880	grḥ	to complete; to be satisfied with	(etwas) fertig machen; aufhören; zufrieden sein (jur.)
167900	grḥ	ending	Ende
167920	grḥ	night	Nacht
167950	grḥ.yt	darkness	das Dunkel
873837	grḥ		[aufhören]
147301	sgrḥ	to pacify; to make peaceful; to satisfy	aufhören lassen; beruhigen
873838	grḥ		[aufhören]
147302	sgrḥ	to pacify; to make peaceful; to satisfy	aufhören lassen; beruhigen
147303	sgrḥ	to pacify; to make peaceful; to satisfy	aufhören lassen; beruhigen
873840	grḥ		[aufhören]
147304	sgrḥ	to pacify; to make peaceful; to satisfy	aufhören lassen; beruhigen
873841	grḥ		[aufhören]
147305	sgrḥ	to pacify; to make peaceful; to satisfy	aufhören lassen; beruhigen
147306	sgrḥ	to pacify; to make peaceful; to satisfy	aufhören lassen; beruhigen
167860	grm	to carry off	fortschleppen
852966	krp		enthüllen
161670	qrꜥ.w	shield (Sem. loan word)	Schild
168670	gstj	scribe's palette	Palette des Schreibers
168290	gs	leather-worker	Lederbearbeiter; Schuhmacher
168250	gs	side	Seite
168260	gs	half	Hälfte
168330	gs.w	half-loaf (offering)	Brothälften (Opfer)
168690	gš	goose	Zugvögel
168610	gsm	stormy lake	[ein Gewässer (im Delta?)]
d6946	gšp(e)		sehen, blicken
d6470	qšp		blicken ('= gšp)
863456	gsr		Fingerring
863681	gt.t	watering place	Zisterne
166790	gwn	haversack (Sem. loan word?)	Sack
166110	gꜣi̯	to overthrow	kentern
166130	gꜣi̯	to caluminate; to lie	(jmdn.) schmähen
166210	gꜣu̯	to be narrow; to be constricted; to lack; to deprive	eng sein; entbehren; (jmdn.) Not leiden lassen
166220	gꜣ.w	lack; want	Mangel; Not
166250	gꜣ.wt	lack; want	Mangel; Not
166260	gꜣ.t	narrow road; defile	Engpass (?)
166270	gꜣw.t	dues	Abgaben
166280	gꜣ.wt	bundle; dues	Bündel; Abgaben
166020	gꜣ	to chant	singen
166140	gꜣy	jar; bowl; flask	Krug; Schale; Flasche
166210	gꜣu̯	to be narrow; to be constricted; to lack; to deprive	eng sein; entbehren; (jmdn.) Not leiden lassen
166290	gꜣw.t	chest; box	Kasten
166300	gꜣwy.t	sarcophagus (of the Apis bull)	Särge der Apisstiere
166050	gꜣ	to launch (a boat)	(Schiffe) zu Wasser lassen
166110	gꜣi̯	to overthrow	kentern
166190	gꜣy.t	(ship's) tackle (?); steering platform (?)	Takelwerk (?); Steuerplattform (?)
166380	gꜣb.t	leaf; (lotus) petal	Blatt (einer Pflanze); Blütenblatt
166420	gꜣf	monkey	Affe
166490	gꜣḥ	shoulder	Schulter (?); Rücken (?)
166570	gꜣš	rush; reed	Schilfrohr
97760	hy	[interjection]	[Interjektion]
97780	hy	joy; gladness	Jauchzen; Jubel
97950	hwt	to lament	jammern, klagen
97970	hwt	lamentation(s)	Klagen
97770	hj	husband	Ehemann
101880	ḥy	inspector	Aufsichtsbehörde (?); Aufsichtbeamter(?)
140250	zḥ	booth; hall	Zelt; Halle
140260	zḥ	council; counsel	Ratsversammlung; Ratschlag
140540	sḥwi̯	to collect; to assemble	zusammenfassen; sammeln
140550	sḥw	collection; assemblage; summary	Gesamtheit; Zusammenfassung
140560	sḥw	grouping (of personnel); assembly	Gemeinschaft; Versammlung (?)
102730	ḥwi̯	to strike; to drive; to tread	schlagen; stoßen; betreten; weihen
102790	ḥw.yt	stroke; blow	Schlag
102320	ḥw	driver; slugger; shepherd	Treiber; Schläger; Hirt
112980	ḫ	to be a child	jung sein
114450	ḫy	child	Kind
121200	ḫt	wood (gen.); tree; stick	Holz (allg.); Baum; Stock
121210	ḫt	rod (linear measure of 100 cubits)	[Längenmaß von 100 Ellen]
114460	ḫyi̯	to be high; to mount up	hoch sein; steigen; hochheben
114470	ḫy	height	Höhe
114480	ḫy	high-lying land	hochgelegener Acker
114530	ḫy.t	shelter	Windschutz
114550	ḫy.t	sky; roof	Himmel; Dach
114990	ḫw.t	king's palace; sanctuary	Palast des Königs; Heiligtum
115000	ḫw.t	heavens	Himmel
114460	ḫyi̯	to be high; to mount up	hoch sein; steigen; hochheben
114470	ḫy	height	Höhe
114480	ḫy	high-lying land	hochgelegener Acker
114550	ḫy.t	sky; roof	Himmel; Dach
115000	ḫw.t	heavens	Himmel
112980	ḫ	to be a child	jung sein
112990	ḫ		Jugend
113000	ḫy.t		kleines Mädchen
114450	ḫy	child	Kind
852398	ḫy		das Kind
874154	ḫy.t		kleines Mädchen
114460	ḫyi̯	to be high; to mount up	hoch sein; steigen; hochheben
114470	ḫy	height	Höhe
114480	ḫy	high-lying land	hochgelegener Acker
114490	ḫy		"Flut (das ""Hohe"")"
114540	ḫy.t		Höhe (einer Figur)
114550	ḫy.t	sky; roof	Himmel; Dach
115000	ḫw.t	heavens	Himmel
122070	ẖ		Leib eines Tieres
122080	ẖ.t	body; belly; womb	Leib; Bauch; Art; Weise
122090	ẖ.t	body (of gods; of men); generation	Körperschaft; Generation
122100	ẖ.t	mass (of a substance)	Masse (bei Kyphirezepten)
122110	ẖ.t	section (of a building)	Abschnitt (eines Gebäudes); Gebäudeteil
122120	ẖ.t		Wortlaut (eines Schriftstückes)
d4678	ẖ		Art, Weise
d4683	ẖ(e.t)		Leib, Körper, Bauch; Mutterleib; Mannschaft; Familie; Partei; Geschoß, Stock(werk); Portion(?), Menge
d4684	ẖ(.t)		Wortlaut, Inhalt; Kopie, Abschrift
d4686	ẖ.t		Art, Weise; Klasse
d2671	mẖṱ(e)		Eingeweide
74690	mẖt.w	entrails	Gedärme; Eingeweide
867980	mẖt.w		[Schiffsteil]
dm6955	ẖ(.t)		nämlich(?)
98010	hb	plow	Pflug
98020	hbu̯	to tread; to traverse; to trample	eintreten; betreten; durchziehen
98060	hb	to tread	Furche ziehen
98110	hbi̯	to tread	treten
98120	hbj	ibis	Ibis
98200	hbhb	to traverse; to tread	(einen Ort) durchziehen; (be)treten
851405	ḥb		Trauer; Kummer
98110	hbi̯	to tread	treten
98020	hbu̯	to tread; to traverse; to trample	eintreten; betreten; durchziehen
115430	ḫb.t	reduction (?) (med.)	Verminderung; Masseverlust; Einzug (v. Steuern)
115570	ḫbi̯	to deduct; to reduce	vermindern; abnehmen
98220	hbq	to beat up; to triturate	zerstoßen; zerstampfen (im Mörser)
103720	ḥbrbr	to prostrate (oneself); to wallow (?)	(auf dem Boden) rutschen
115700	ḫbr	business, trading partner	Geschäftpartnerschaft; Handelskontakt; Partner
859942	ḫbr	to join together	zusammenfügen
103740	ḥbs	to clothe; to cover	bekleiden; verhüllen
103750	ḥbs	garment; clothing	Kleid; Hülle; Tuch
103760	ḥbs	lid	Deckel
103780	ḥbs	veiled one (a priest)	Priester (im Gau von Athribis)
103790	ḥbs	veiled one (a priestess)	Priesterin (im Gau von Hieracon]
103850	ḥbs	Veiled-one	Verhüllter
103900	ḥbs.yt	wife; concubine	zweite Ehefrau; Nebenfrau
103910	ḥbsw	bunch (?)	Paket
103920	ḥbs.wt	cloth	Stück Stoff; Decke; Umhüllung
103810	ḥbs	[ship's part]	Kajüte (?), Kabine (?) (des Schiffes)
113860	ḫbs	(artificial) light (lamp; candle)	Lampe; Docht
115800	ḫbs	to illuminate	leuchten
d4754	ẖbs		Lampe
99600	hd	to attack; to prevail over	entgegentreten; (erfolgreich) angreifen
99620	hd	assault	Angriff
112170	ḥdy	to spread out	(etwas) umspannen
d1777	bḥd		Thron
d1778	Bḥd.t		Edfu
858853	bḥd		sich niederlassen
858715	Bḥd.w		Thronsitz
56990	bḥd.w	throne; seat	Thron
56970	Bḥd.t	Edfu	Edfu (Haupstadt des 2. o.äg. Gaues); Behdet (Tell el-Balamun, Hauptstadt vom 17. u.äg. Gau); Behdet (17. u.äg. Gau); Behdet (am Ostufer, gegenüber von Naga el-Hisaja)
858626	Bḥd.t		Behedet (Raum M in Edfu)
858694	Bḥd.t		Urgötternekropole
850566	Bḥd.tj	Behdety (winged sun disk)	Behdeti
858498	bḥd.tj		der von Edfu
56980	bḥd.tjt	one of Edfu (Hathor)	die von Edfu (Hathor)
112180	ḥdy	to become limp	schlaff werden
101790	ḥꜣd	to spread out (wings protectively)	in Liebe entbrennen
112160	ḥḏ.t	white one (woman grinding grain)	die Weiße (Müllerin)
112300	ḥḏ	white; bright	weiß; hell
112301	ḥḏ	to be white; to be bright	weiß sein; hell sein
112330	ḥḏ	silver; silver (as medium of exchange)	Silber; Silbergeld (als Zahlungsmittel)
112350	ḥḏ	bones	Knochen
112410	ḥḏ.t	daylight	Tageslicht
112420	ḥḏ.t	white cloth; white clothing	Weißes (Stoff, Kleidung)
112430	ḥḏ.t	white one (goddesses)	die Weiße
112440	ḥḏ.t	White (Crown of Upper Egypt)	die Weiße (Krone von O.Äg.)
112450	ḥḏ.t	white (of the eye)	das Weiße (des Auges)
112460	ḥḏ.t	milk; [a beverage, lit. white stuff]	"Milch; [ein Getränk (""Weißes"")]"
112520	ḥḏ.t	White-one (hippopotamus goddess)	[Bez. des Nilpferdes]
112710	ḥḏ.w	onions	Zwiebel; Knoblauch
112730	ḥḏ.w	milk	[Bez. der Milch]
112740	ḥḏw.t	light	Licht
859467	ḥḏ	oryx	Antilope
112400	ḥḏ	damage	Schädigung
112660	ḥḏi̯	to injure; to destroy; to be lacking	zerstören; schädigen; fehlen
112700	ḥḏy	(cool) wind	Westwind
124990	ẖdẖd	to examine	untersuchen
124950	ẖdb	to kill	töten
d4923	ẖdb		töten, ermorden; verprügeln, strafen, züchtigen
dm1320	ẖdb.t		Morden, Mord
dm7853	ẖdb		Töten, Tötung, Mord; Strafe, Züchtigung
124890	ẖtb	to overthrow; to prostrate	niederwerfen
116600	ḫf		Feind (?)
116760	ḫft	in front of (someone)	vor (jmdm.); zu (jmdm.)
116761	ḫft	[preposition]	[Präposition]
dm208	ḫbṱ		Feind, Widersacher
d4484	ḫft		Feind; [in euphemistischer Verwendung]
d4493	ḫfṱ		Feind; [euphemistischer Gebrauch]
dm3931	ḫfṱ(.t)		Feindin [euphemistischer Gebrauch]
400128	ḫft	at the time of	zur (Zeit); gleichzeitig
400129	ḫft	when; at the time of	wenn; während (gramm., mit Inf.)
116770	ḫft	when; while	wenn; während (Konj.)
400127	ḫft	in accordance with (a command)	gemäß (einem Befehl)
116800	ḫft.j	enemy	Feind
858264	ḫft.j		gegenüber befindlich
856170	ḫft.jj		feindlich
116840	ḫft.w	accordingly	vor; angesichts; demgemäß
116810	ḫft.t	enemy	Feindin
d4756	ẖft.t		"Feindschaft [vgl. ḫft ""Feind"
d5982	šft		sündigen, irren; fallen
d5986	šft		Armut, Unglück, Pech
dm858	šft.t		Armut
d5987	šfṱ(.t)		Verachtung; Armut
104340	ḥfꜣ	to snake; to twist	(sich) schlängeln; kriechen
104360	ḥfꜣ.wt	snake; worm	Schlange; Gewürm
104370	ḥfꜣ.t	intestinal worm	Wurm
104380	ḥfꜣ.t	to snake; to twist	[Substantiv]
104390	ḥfꜣ.w	snake (gen.)	Schlange (allg.)
65150	ḥfꜣ.t	crawling posture; humble posture	Kriechen; demutsvolle Haltung
116630	ḫfꜥ	to seize; to grasp	fassen, packen
116640	ḫfꜥ	fist; grasp	Faust; Griff
116650	ḫfꜥ	bundle (i.e. a fist-full, of arrows)	Hand voll; Bündel (von Pfeilen)
116630	ḫfꜥ	to seize; to grasp	fassen, packen
116640	ḫfꜥ	fist; grasp	Faust; Griff
116650	ḫfꜥ	bundle (i.e. a fist-full, of arrows)	Hand voll; Bündel (von Pfeilen)
109250	ḥḥ	million	Million
114220	ḫꜣḫꜣ	to winnow, to scatter	worfeln; zerstreuen
852962	ḫḫ	to blow, to winnow	verwehen; worfeln
120530	ḫḫ	to weigh	nivellieren (mit Setzwage)
120510	ḫḫ	neck; throat	Hals; Kehle
869165	ḥjb		Lamm
110770	ḥkn	[a med. substance]	[eine Speise]
110800	ḥkn.w	[a med. substance]	[offizinell Verwendetes]
110810	ḥkn.w	one who praises	Preisender (Nefertem u.a.)
110850	ḥkn.y	praised one (the sun god)	Gepriesener
110860	ḥkn.w	praise	Lobpreis
110870	ḥkn.w	[a sacred oil]	[eines der sieben heiligen Öle]
124730	ẖkr	to adorn; to be adorned	geschmückt sein
124740	ẖkr	adornment; accoutrement	Schmuck
124760	ẖkr		der Geschmückte
124790	ẖkr.t	adornment (uraeus)	die Geschmückte (Uräusschlange, von verschied. Göttinnen)
124850	ẖkr.yt	insignia	Schmuck (meist Menit-Halskette)
856568	ẖkr.y		Schmuckhersteller
858266	ẖkr		[Substantiv]
143700	sẖkr	to decorate; to adorn; to burnish	schmücken
857717	sẖkr.t		[Substantiv]
d4909	ẖq		befestigen, waffnen; ausrüsten
d4913	ẖqr.w		Schmuck, Waffen
dm2770	ẖqlj		Schmuckstück(?)
d5582	sẖqr		schmücken
dm4290	ẖqrj		bewaffnet (o.ä.)?
110660	ḥkꜣ.w	magic; magical power	Zauber; Zauberkraft
110661	ḥkꜣ.w	magic spell	Zauberspruch
110680	ḥkꜣ	to bewitch	zaubern; bezaubern
110690	ḥkꜣ.t	book of magic	Zauberbuch; Zettel mit Zauberspruch
110700	ḥkꜣ.w	magician	Zauberer
110710	ḥkꜣ.w	The magical one (crown of Upper Egypt)	die Zauberhafte (Bez. der Krone von Oberägypten)
110720	ḥkꜣw.t	magic	Zauberei
162370	ḥkꜣ.yt	magician	Zauberin
500345	ḥkꜣ.yw	Bewitchers	die Zauberer
85630	nhmhm	to roar	[jauchzen]
98470	hmhm	roar	das Brüllen; Ruhm
98480	hmhm	ro roar; to rumble	brüllen; jammern
98500	hmhm.t	roar; war-cry	Geschrei; Kriegsgebrüll
97670	hꜣn.w	waves	Welle; Flut
98750	hn.w	waves	Wellen
104650	ḥm	to steer	(auf einem Gewässer) steuern; (etwas) steuern (nach)
105210	ḥm.y	helmsman	Steuermann
105240	ḥm.yt	steering oar	Steuerruder
105250	ḥmy.t	[chariot part]	[eine Waffe (am Streitwagen)]
105300	ḥmw	steering oar	Steuerruder
104700	ḥm	to tread	zermalmen; drücken
104750	ḥm.t	sorcery	Unglück; Krankheitssymptom
104780	ḥm.t	skill; craft; craftsmanship	Kunstfertigkeit; Kunst; Kunstwerk
104790	ḥmw.t	workshop	Werkstatt
105230	ḥmj	to bore out (a stone vessel)	(Steingefäße) bohren
105330	ḥmu̯	to be skilled; to be skilful	kunstfertig sein
105350	ḥmw.t	skill; craft; craftsmanship	Kunstfertigkeit
105360	ḥmw.t	craftsmen	Handwerkerschaft
105380	ḥmw.t	skilled one; expert	Fähige; Expertin
105480	ḥmw.w	craftsman; carpenter	Kunstfertiger; Handwerker; Schreiner
105490	ḥmw.w	workshop	Werkstatt
105500	ḥmw.w	crafts	das Handwerk
450166	ḥmw.w	manufacture	Herstellung
500232	ḥm.t	[a drill]	Kurbelbohrer
79590	ḥm.t	craftsmen	die Handwerker (Koll.)
104710	ḥm.t	uterus; womb	Gebärmutter
104720	ḥm.t	cow	Kuh
104730	ḥm.t	woman; wife	Frau; Ehefrau
105320	ḥm.w	forty	Vierzig; vierzig
450114	ḥmt	copper; copper ore; ore (gen.)	Kupfer; Kupfererz; Erz (allg.)
104630	ḥm	coward	Feigling
117290	ḫmt	to treble; to do thrice	verdreifachen; zum dritten Mal tun
117300	ḫmt	spear; harpoon	Dreizack
117310	ḫmt	to stab	erstechen
117320	ḫmt		"[ein Teil der Barke (""Dreier"")]"
117330	ḫmt		[ein Getränk]
117420	ḫmt	[a kind of treatment (med.)]	[ärztliche Behandlungsweise]
860850	ḫmt		Gefährte
117280	ḫmt.w		drei
858277	ḫmt.w		Dreiheit
858276	ḫmt.wj		[Gewebe]
117380	ḫmt.nj	[a liquid diluted by a third (?)]	[Flüssigkeit]
117390	ḫmt.nw	third one	dritter
117410	ḫmt.nw		Gehilfe jmds.
858275	ḫmt.t		Dreiheit
105840	ḥmḏ	vinegar; inferior quality wine (Sem. loan word)	Essig
106750	ḥnmm.t	sunfolk (of Heliopolis); humankind	Volk; Menschheit; Anhänger
154360	šm	to be hot; to become hot	heiß werden
154370	šm	hot one; passionate one	Hitziger, Feind
154380	šm	heat; fever	Hitze
154430	šm.t	fever; inflammation	Hitze; Fieber
154460	šm.w	heat	Hitze
154660	šm.yt	heat; summer	Hitze; Sommer
154680	šmy.t	heat	Hitze
154850	šm.w	shemu-season (summer)	Schemu-Jahreszeit; Sommerzeit
154860	šm.w	harvest; crop	Ernte; Ernteertrag
154880	šm.wj		erster Tag der Schemu-Jahreszeit
154890	šmm	to be hot; to become hot (feverish)	heiß werden; fiebern
154900	šmm	hot one	Hitziger, Feind
154910	šmm	heat	Hitze
154920	šmm.t	fever; inflammation	Hitze; Fieber
117200	ḫmn.j	8-thread weave (a quality of linen)	[Gewebeart]; [Stoffmaß]
117220	ḫmn.t	ogdoad	Achtheit
117240	ḫmn	eight	acht
105670	ḥms	sloth	Trägheit
105700	ḥms	base (of a vessel) (?)	Standfläche (eines Gefäßes) (?)
105720	ḥms.t	session	Thronsitzung des Königs
105730	ḥms.t	seat (i.e. rank; status)	Platz am Hofe
105750	ḥms	residence	Wohnsitz
105780	ḥmsi̯	to sit; to sit down; to occupy	sitzen; sich setzen; besetzen; wohnen
123010	ẖms	ear of grain	Ähre
123030	ẖms	barb (of an harpoon); spear point	Speerspitze
105070	ḥmꜣ.t	salt	Salz
105050	ḥmꜣ	to tread; to press out (with the feet)	(mit den Füßen) stampfen; austreten
105100	ḥmꜣ.yt	[a plant (fenugreek?)]	[eine Hülsenfrucht]
105110	ḥmꜣr.t		[offizinell Verwendetes]
105340	ḥmw.t	[a substance (med.)]	[offizinell Verwendetes]
dm2583	ḥmꜣe		zertreten, zertampeln, einstampfen
116990	ḫmꜣꜣ	to be convulsed (?); to have a convulsion (?)	schrumpeln
98560	hnw	box; cavity (of the body, chest, skull)	Kasten; Schädel; Brustkorb; (Mutter)leib
98570	hn	head	Kopf
98700	hnw	[a jar]; hin (unit of measure, ca. 1/2 liter)	[ein Topf]; Hin (Hohlmaß, ca. 1/2 Liter)
98710	hnw	[a measure of capacity]	[ein Hohlmaß]
105890	ḥn	to obstruct	versperren; verschließen
105940	ḥn	to draw back from	zurückweichen
106310	ḥnw	obstruction (?)	Verstopfung (?)
872150	ḥnw.t	obstruction? (med.)	[Krankheitserscheinung (Versperrung ?)]
